(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
   26 | 2026-03-07 15:38:01 |   c3 |   46.1 |   67.3 |   227.5 |   106703 |   17.6 |    11.9
   27 | 2026-03-07 15:38:02 |   c1 |   24.1 |    0.0 |       - |        0 |    0.0 |     0.0
   27 | 2026-03-07 15:38:02 |   c2 |   29.3 |   63.9 |   181.3 |   112732 |   19.6 |    18.5
   27 | 2026-03-07 15:38:03 |   c3 |   47.8 |   67.3 |   227.7 |   100283 |   17.6 |    19.4
   28 | 2026-03-07 15:38:04 |   c1 |   26.7 |    0.0 |       - |        0 |    0.0 |     0.0
   28 | 2026-03-07 15:38:05 |   c2 |   32.8 |   64.0 |   181.5 |    99050 |   19.6 |    13.6
   28 | 2026-03-07 15:38:05 |   c3 |   45.1 |   67.4 |   227.9 |    98361 |   17.6 |    12.3
   29 | 2026-03-07 15:38:06 |   c1 |   26.4 |    0.0 |       - |        0 |    0.0 |     0.0
   29 | 2026-03-07 15:38:07 |   c2 |   27.7 |   64.1 |   181.7 |   102011 |   19.6 |    11.1
   29 | 2026-03-07 15:38:07 |   c3 |   48.8 |   67.5 |   228.1 |   102452 |   17.5 |    13.9
   30 | 2026-03-07 15:38:08 |   c1 |   27.4 |    0.0 |       - |        0 |    0.0 |     0.0
   30 | 2026-03-07 15:38:09 |   c2 |   30.3 |   64.1 |   181.9 |    97556 |   19.5 |    13.5
   30 | 2026-03-07 15:38:09 |   c3 |   45.7 |   67.5 |   228.4 |   132236 |   17.5 |    10.5
   31 | 2026-03-07 15:38:10 |   c1 |   23.9 |    0.0 |       - |        0 |    0.0 |     0.0
   31 | 2026-03-07 15:38:11 |   c2 |   25.5 |   64.2 |   182.1 |   101297 |   19.5 |    10.9
   31 | 2026-03-07 15:38:11 |   c3 |   45.6 |   67.6 |   228.6 |   107663 |   17.5 |    11.2


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:44:56 |   c1 |    0.0 |   48.8 |   174.4 |        0 |   18.9 |    45.5
    1 | 2026-03-07 15:44:57 |   c2 |   67.0 |   75.8 |   213.8 |        0 |   16.8 |    14.0
    1 | 2026-03-07 15:44:58 |   c3 |   66.5 |   59.4 |   197.9 |        0 |   14.9 |    15.3
    2 | 2026-03-07 15:44:59 |   c1 |   52.7 |   50.9 |   182.1 |  2232908 |   18.9 |    61.1
    2 | 2026-03-07 15:45:00 |   c2 |   72.7 |   76.6 |   216.0 |   601151 |   16.8 |    25.2
    2 | 2026-03-07 15:45:01 |   c3 |   68.5 |   60.6 |   201.6 |  1023519 |   14.9 |    23.1
    3 | 2026-03-07 15:45:03 |   c1 |   53.9 |   53.7 |   191.9 |  2543517 |   18.8 |    21.6
    3 | 2026-03-07 15:45:04 |   c2 |   66.8 |   77.5 |   218.7 |   724534 |   16.8 |    24.6
    3 | 2026-03-07 15:45:05 |   c3 |   73.4 |   61.6 |   205.2 |   936556 |   14.9 |    13.3
    4 | 2026-03-07 15:45:06 |   c1 |   53.5 |   55.8 |   199.4 |  2184436 |   18.8 |    29.8
    4 | 2026-03-07 15:45:08 |   c2 |   65.7 |   66.7 |   179.8 | -9620715 |   16.8 |    12.8
    4 | 2026-03-07 15:45:09 |   c3 |   67.7 |   62.7 |   208.9 |   935642 |   14.9 |    10.6
    5 | 2026-03-07 15:45:10 |   c1 |   61.7 |   33.8 |   112.6 | -22793412 |   18.9 |    23.4
    5 | 2026-03-07 15:45:11 |   c2 |   70.4 |   67.6 |   182.1 |   682238 |   16.8 |    11.8
    5 | 2026-03-07 15:45:12 |   c3 |   71.0 |   63.8 |   212.3 |  1005856 |   14.9 |    11.3
    6 | 2026-03-07 15:45:14 |   c1 |   54.0 |   36.3 |   120.9 |  2393991 |   18.8 |    24.4
    6 | 2026-03-07 15:45:15 |   c2 |   69.2 |   68.6 |   184.9 |   786851 |   16.9 |    11.9
    6 | 2026-03-07 15:45:16 |   c3 |   65.2 |   64.9 |   215.9 |  1049388 |   14.9 |    22.6
    7 | 2026-03-07 15:45:17 |   c1 |   52.7 |   38.8 |   129.4 |  2435552 |   18.8 |    16.6
    7 | 2026-03-07 15:45:18 |   c2 |   69.2 |   69.5 |   187.2 |   691698 |   16.9 |    15.1
    7 | 2026-03-07 15:45:19 |   c3 |   69.4 |   65.9 |   219.5 |  1001500 |   14.9 |    16.0
    8 | 2026-03-07 15:45:21 |   c1 |   53.1 |   41.9 |   139.6 |  2518621 |   18.8 |    22.2
    8 | 2026-03-07 15:45:22 |   c2 |   67.8 |   70.4 |   189.6 |   580556 |   16.9 |    10.4
    8 | 2026-03-07 15:45:23 |   c3 |   68.0 |   67.0 |   223.0 |   938142 |   14.9 |    14.1
    9 | 2026-03-07 15:45:25 |   c1 |   58.9 |   44.0 |   146.9 |  2189152 |   18.7 |    18.2
    9 | 2026-03-07 15:45:26 |   c2 |   72.6 |   71.2 |   191.9 |   754272 |   16.9 |    13.7
    9 | 2026-03-07 15:45:27 |   c3 |   70.0 |   68.1 |   226.7 |  1077172 |   14.9 |    18.8
   10 | 2026-03-07 15:45:28 |   c1 |   54.7 |   46.3 |   154.5 |  2324461 |   18.7 |    31.4
   10 | 2026-03-07 15:45:29 |   c2 |   65.2 |   72.0 |   194.0 |   602656 |   16.9 |    12.1
   10 | 2026-03-07 15:45:30 |   c3 |   68.1 |   69.0 |   229.7 |   938946 |   14.9 |    11.7
   11 | 2026-03-07 15:45:31 |   c1 |   53.0 |   48.5 |   161.6 |  2249609 |   18.7 |    24.7
   11 | 2026-03-07 15:45:32 |   c2 |   66.7 |   72.6 |   195.6 |   530511 |   16.9 |    11.2
   11 | 2026-03-07 15:45:33 |   c3 |   68.3 |   69.8 |   232.5 |   876514 |   14.9 |    15.6
   12 | 2026-03-07 15:45:35 |   c1 |   52.6 |   50.8 |   169.5 |  2195927 |   18.6 |    21.9
   12 | 2026-03-07 15:45:36 |   c2 |   65.1 |   73.5 |   197.9 |   654667 |   16.9 |    14.1
   12 | 2026-03-07 15:45:36 |   c3 |   65.6 |   70.9 |   236.0 |   983544 |   14.9 |    12.4
   13 | 2026-03-07 15:45:38 |   c1 |   59.8 |   35.8 |   123.8 | -13979566 |   18.6 |    35.5
   13 | 2026-03-07 15:45:39 |   c2 |   72.8 |   74.3 |   200.3 |   700017 |   16.9 |    12.9
   13 | 2026-03-07 15:45:40 |   c3 |   72.8 |   71.8 |   239.2 |   990903 |   14.9 |    11.1
   14 | 2026-03-07 15:45:41 |   c1 |   58.1 |   47.0 |   162.5 | 12385607 |   18.7 |    15.2
   14 | 2026-03-07 15:45:42 |   c2 |   73.5 |   75.1 |   202.3 |   644425 |   16.9 |    15.7
   14 | 2026-03-07 15:45:43 |   c3 |   64.7 |   49.5 |   157.4 | -24989659 |   14.9 |    20.0
   15 | 2026-03-07 15:45:45 |   c1 |   59.5 |   56.4 |   189.7 |  7913937 |   19.0 |    17.2
   15 | 2026-03-07 15:45:46 |   c2 |   69.7 |   76.0 |   204.7 |   680598 |   16.9 |    15.2
   15 | 2026-03-07 15:45:47 |   c3 |   63.5 |   50.7 |   161.3 |   914286 |   14.9 |    13.2
   16 | 2026-03-07 15:45:49 |   c1 |   59.8 |   71.0 |   243.5 | 12199101 |   19.3 |    32.9
   16 | 2026-03-07 15:45:50 |   c2 |   86.6 |   77.1 |   207.8 |   657982 |   16.9 |    12.3
   16 | 2026-03-07 15:45:52 |   c3 |   88.1 |   52.4 |   166.6 |  1142736 |   14.9 |    10.1
   17 | 2026-03-07 15:45:54 |   c1 |   63.1 |   57.2 |   273.2 |  6450172 |   20.2 |    15.4
   17 | 2026-03-07 15:45:55 |   c2 |   71.5 |   78.5 |   211.6 |   800900 |   16.9 |    18.6
   17 | 2026-03-07 15:45:56 |   c3 |   74.4 |   53.8 |   171.3 |  1052093 |   14.9 |    36.3
   18 | 2026-03-07 15:45:58 |   c1 |   63.4 |   68.5 |   327.2 | 12020061 |   20.7 |    34.4
   18 | 2026-03-07 15:45:59 |   c2 |   77.7 |   79.6 |   214.4 |   674037 |   16.9 |    14.5
   18 | 2026-03-07 15:46:01 |   c3 |   78.4 |   55.0 |   175.2 |   933246 |   14.9 |    14.4
   19 | 2026-03-07 15:46:02 |   c1 |   75.1 |   74.4 |   355.4 |  7002818 |   21.8 |   793.9
   19 | 2026-03-07 15:46:05 |   c2 |   58.7 |   81.0 |   218.3 |   672389 |   16.9 |    13.6
   19 | 2026-03-07 15:46:07 |   c3 |   75.0 |   56.9 |   181.2 |  1008893 |   14.9 |    12.5
   20 | 2026-03-07 15:46:08 |   c1 |   66.4 |    0.0 |       - | -59632547 |   23.8 |  1500.0
   20 | 2026-03-07 15:46:10 |   c2 |   82.4 |   82.3 |   221.7 |   628021 |   16.9 |    18.1
   20 | 2026-03-07 15:46:12 |   c3 |   95.0 |   58.8 |   187.1 |  1145614 |   14.9 |    12.3
   21 | 2026-03-07 15:46:13 |   c1 |   88.6 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:46:14 |   c2 |   56.1 |   83.6 |   225.2 |  1031019 |   16.9 |    13.1
   21 | 2026-03-07 15:46:15 |   c3 |   65.0 |   60.2 |   191.6 |  1421561 |   14.9 |    12.1

  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:49:31 |   c1 |    0.0 |   44.6 |   158.9 |        0 |   41.5 |    64.5
    1 | 2026-03-07 15:49:32 |   c2 |   61.6 |   72.6 |   199.2 |        0 |   17.0 |    15.6
    1 | 2026-03-07 15:49:33 |   c3 |   69.5 |   52.0 |   171.9 |        0 |   14.8 |    24.4
    2 | 2026-03-07 15:49:35 |   c1 |   53.3 |   47.3 |   168.3 |  2439004 |   40.9 |    28.8
    2 | 2026-03-07 15:49:36 |   c2 |   70.9 |   73.7 |   202.0 |   811132 |   17.0 |    10.5
    2 | 2026-03-07 15:49:37 |   c3 |   69.5 |   53.1 |   175.7 |  1035165 |   14.8 |    11.7
    3 | 2026-03-07 15:49:38 |   c1 |   51.9 |   49.7 |   176.9 |  2570082 |   40.3 |    19.1
    3 | 2026-03-07 15:49:39 |   c2 |   65.9 |   74.5 |   204.4 |   720157 |   17.0 |    17.6
    3 | 2026-03-07 15:49:40 |   c3 |   63.7 |   54.3 |   179.5 |  1161354 |   14.8 |    13.7
    4 | 2026-03-07 15:49:42 |   c1 |   54.1 |   52.0 |   185.2 |  2253792 |   39.7 |    24.3
    4 | 2026-03-07 15:49:43 |   c2 |   65.1 |   75.4 |   206.8 |   645712 |   17.0 |    18.2
    4 | 2026-03-07 15:49:44 |   c3 |   65.0 |   55.3 |   182.9 |   875156 |   14.8 |    15.4
    5 | 2026-03-07 15:49:45 |   c1 |   50.3 |   54.0 |   192.4 |  2115135 |   39.1 |    22.8
    5 | 2026-03-07 15:49:46 |   c2 |   68.4 |   76.3 |   209.1 |   615938 |   17.0 |    10.1
    5 | 2026-03-07 15:49:48 |   c3 |   68.6 |   56.4 |   186.7 |  1009082 |   14.8 |    19.4
    6 | 2026-03-07 15:49:49 |   c1 |   54.0 |   37.2 |   122.1 | -17963960 |   38.7 |    61.1
    6 | 2026-03-07 15:49:50 |   c2 |   65.9 |   77.3 |   211.9 |   707069 |   17.0 |    13.8
    6 | 2026-03-07 15:49:51 |   c3 |   70.3 |   57.4 |   190.0 |   916090 |   14.8 |    11.1
    7 | 2026-03-07 15:49:53 |   c1 |   55.0 |   39.7 |   130.5 |  2343395 |   38.1 |    19.5
    7 | 2026-03-07 15:49:54 |   c2 |   64.7 |   78.2 |   214.4 |   780938 |   17.0 |    16.1
    7 | 2026-03-07 15:49:54 |   c3 |   69.8 |   58.5 |   193.6 |  1150711 |   14.8 |    12.8
    8 | 2026-03-07 15:49:56 |   c1 |   59.7 |   42.2 |   138.5 |  2504889 |   37.7 |    60.8
    8 | 2026-03-07 15:49:57 |   c2 |   79.8 |   78.9 |   216.3 |   593177 |   17.0 |    15.7
    8 | 2026-03-07 15:49:58 |   c3 |   71.9 |   59.7 |   197.4 |  1138400 |   14.8 |    15.8
    9 | 2026-03-07 15:49:59 |   c1 |   60.9 |   54.7 |   179.5 | 12037893 |   37.6 |    23.6
    9 | 2026-03-07 15:50:00 |   c2 |   76.4 |   79.9 |   219.1 |   830569 |   17.0 |     9.8
    9 | 2026-03-07 15:50:01 |   c3 |   70.1 |   60.7 |   200.8 |  1054072 |   14.8 |    15.0
   10 | 2026-03-07 15:50:03 |   c1 |   57.4 |   54.6 |   190.6 |  3330390 |   37.6 |    24.9
   10 | 2026-03-07 15:50:04 |   c2 |   65.4 |   80.9 |   221.9 |   657497 |   17.0 |    14.2
   10 | 2026-03-07 15:50:06 |   c3 |   79.9 |   62.1 |   205.3 |   995036 |   14.8 |    19.8
   11 | 2026-03-07 15:50:07 |   c1 |   60.5 |   68.0 |   240.4 | 11321201 |   37.8 |    25.7
   11 | 2026-03-07 15:50:08 |   c2 |   77.4 |   81.8 |   224.3 |   687870 |   17.0 |    11.0
   11 | 2026-03-07 15:50:10 |   c3 |   43.9 |   63.4 |   209.7 |  1047686 |   14.8 |    14.3
   12 | 2026-03-07 15:50:11 |   c1 |   62.2 |   82.6 |   291.8 | 12176378 |   38.4 |    15.6
   12 | 2026-03-07 15:50:13 |   c2 |   87.9 |   83.0 |   227.6 |   716389 |   17.0 |    13.9
   12 | 2026-03-07 15:50:14 |   c3 |   79.1 |   64.6 |   213.6 |   916486 |   14.8 |    12.8
   13 | 2026-03-07 15:50:16 |   c1 |   63.0 |   61.5 |   293.9 |   439740 |   39.9 |    21.5
   13 | 2026-03-07 15:50:17 |   c2 |   77.3 |   84.0 |   230.4 |   615679 |   17.0 |    11.6
   13 | 2026-03-07 15:50:19 |   c3 |   72.9 |   66.1 |   218.7 |  1087021 |   14.8 |    16.1
   14 | 2026-03-07 15:50:20 |   c1 |   62.1 |   72.6 |   346.6 | 12782041 |   40.5 |    16.1
   14 | 2026-03-07 15:50:22 |   c2 |   70.7 |   67.6 |   179.1 | -11052229 |   17.1 |    28.4
   14 | 2026-03-07 15:50:23 |   c3 |   75.1 |   67.3 |   222.7 |   876914 |   14.8 |    17.7
   15 | 2026-03-07 15:50:25 |   c1 |   71.0 |   81.7 |   390.3 |  8792091 |   41.8 |    25.6
   15 | 2026-03-07 15:50:27 |   c2 |   69.8 |   68.9 |   182.4 |   666308 |   17.0 |    29.7
   15 | 2026-03-07 15:50:28 |   c3 |   91.2 |   68.8 |   227.6 |  1064924 |   14.8 |    17.8
   16 | 2026-03-07 15:50:30 |   c1 |   68.0 |    0.0 |       - | -87601089 |    0.0 |     0.0
   16 | 2026-03-07 15:50:30 |   c2 |   58.8 |   69.9 |   184.9 |   751026 |   17.1 |    30.8
   16 | 2026-03-07 15:50:31 |   c3 |   61.1 |   70.2 |   232.1 |  1274198 |   14.8 |     9.5
   17 | 2026-03-07 15:50:33 |   c1 |   54.4 |    0.0 |       - |        0 |    0.0 |     0.0
   17 | 2026-03-07 15:50:33 |   c2 |   47.1 |   70.8 |   187.3 |   833933 |   17.1 |    10.5
   17 | 2026-03-07 15:50:35 |   c3 |   58.9 |   71.5 |   236.5 |  1372679 |   14.8 |    13.0
   18 | 2026-03-07 15:50:36 |   c1 |   50.5 |    0.0 |       - |        0 |    0.0 |     0.0
   18 | 2026-03-07 15:50:37 |   c2 |   52.2 |   72.1 |   190.8 |   959009 |   17.1 |    13.8
   18 | 2026-03-07 15:50:38 |   c3 |   63.5 |   72.6 |   240.3 |  1300711 |   14.8 |    20.9
   19 | 2026-03-07 15:50:39 |   c1 |   54.5 |    0.0 |       - |        0 |    0.0 |     0.0
   19 | 2026-03-07 15:50:39 |   c2 |   74.6 |   73.2 |   193.7 |  1095912 |   17.1 |     9.8
   19 | 2026-03-07 15:50:40 |   c3 |   71.6 |   50.2 |   157.3 | -31776650 |   14.8 |    18.2
   20 | 2026-03-07 15:50:42 |   c1 |   45.4 |    0.0 |       - |        0 |    0.0 |     0.0
   20 | 2026-03-07 15:50:42 |   c2 |   54.6 |   74.1 |   196.2 |   942563 |   17.1 |    15.6
   20 | 2026-03-07 15:50:43 |   c3 |   64.3 |   51.4 |   161.2 |  1530058 |   14.8 |    13.3
   21 | 2026-03-07 15:50:44 |   c1 |   50.3 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:50:44 |   c2 |   45.9 |   74.9 |   198.2 |   890007 |   17.1 |    30.3
   21 | 2026-03-07 15:50:45 |   c3 |   67.8 |   52.7 |   165.1 |  1548137 |   14.9 |    14.0
   22 | 2026-03-07 15:50:46 |   c1 |   50.6 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:50:47 |   c2 |   61.5 |   76.0 |   201.1 |  1139981 |   17.1 |    13.8
   22 | 2026-03-07 15:50:48 |   c3 |   64.1 |   54.0 |   169.3 |  1654553 |   14.9 |    30.5
   23 | 2026-03-07 15:50:49 |   c1 |   46.9 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:50:50 |   c2 |   56.9 |   77.0 |   204.0 |   961301 |   17.1 |    10.1
   23 | 2026-03-07 15:50:51 |   c3 |   65.2 |   55.3 |   173.3 |  1360339 |   14.9 |    11.2


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:52:33 |   c1 |    0.0 |   46.3 |   158.9 |        0 |   52.8 |    61.8
    1 | 2026-03-07 15:52:34 |   c2 |   65.9 |   87.0 |   228.1 |        0 |   17.0 |    17.2
    1 | 2026-03-07 15:52:35 |   c3 |   78.6 |   57.2 |   185.2 |        0 |   14.7 |    19.1
    2 | 2026-03-07 15:52:36 |   c1 |   63.7 |   48.8 |   167.7 |  2417951 |   51.8 |    35.4
    2 | 2026-03-07 15:52:37 |   c2 |   67.8 |   65.9 |   178.9 | -14013434 |   17.0 |    20.9
    2 | 2026-03-07 15:52:38 |   c3 |   75.3 |   58.2 |   188.7 |  1000525 |   14.7 |    11.7
    3 | 2026-03-07 15:52:40 |   c1 |   51.7 |   51.3 |   176.3 |  2426814 |   50.7 |    29.7
    3 | 2026-03-07 15:52:41 |   c2 |   68.5 |   66.6 |   180.9 |   569884 |   17.0 |    14.0
    3 | 2026-03-07 15:52:42 |   c3 |   57.8 |   59.4 |   192.4 |   946866 |   14.7 |    13.0
    4 | 2026-03-07 15:52:44 |   c1 |   53.4 |   53.7 |   184.5 |  2208584 |   49.4 |    24.0
    4 | 2026-03-07 15:52:45 |   c2 |   64.5 |   67.6 |   183.7 |   738836 |   17.0 |    19.1
    4 | 2026-03-07 15:52:46 |   c3 |   67.0 |   60.5 |   195.9 |  1037076 |   14.7 |    13.5
    5 | 2026-03-07 15:52:47 |   c1 |   53.6 |   55.9 |   191.9 |  2236681 |   48.4 |    21.9
    5 | 2026-03-07 15:52:48 |   c2 |   72.2 |   68.4 |   185.7 |   642244 |   17.0 |    18.5
    5 | 2026-03-07 15:52:49 |   c3 |   71.9 |   61.5 |   199.3 |  1008457 |   14.7 |    22.3
    6 | 2026-03-07 15:52:50 |   c1 |   53.7 |   36.9 |   126.3 | -19187870 |   47.7 |    16.6
    6 | 2026-03-07 15:52:51 |   c2 |   69.3 |   69.3 |   188.2 |   735108 |   17.0 |    39.2
    6 | 2026-03-07 15:52:53 |   c3 |   63.1 |   62.7 |   203.1 |  1016084 |   14.7 |    14.0
    7 | 2026-03-07 15:52:54 |   c1 |   55.2 |   39.3 |   134.4 |  2178901 |   46.6 |    16.6
    7 | 2026-03-07 15:52:55 |   c2 |   65.2 |   70.2 |   190.5 |   609592 |   17.0 |    16.5
    7 | 2026-03-07 15:52:56 |   c3 |   66.9 |   63.6 |   206.1 |   955312 |   14.7 |    14.0
    8 | 2026-03-07 15:52:57 |   c1 |   54.7 |   41.4 |   141.4 |  2213806 |   45.7 |    19.3
    8 | 2026-03-07 15:52:59 |   c2 |   63.1 |   71.1 |   193.1 |   730942 |   17.0 |    17.0
    8 | 2026-03-07 15:53:00 |   c3 |   73.1 |   64.8 |   209.8 |   990766 |   14.7 |    10.9
    9 | 2026-03-07 15:53:01 |   c1 |   57.5 |   44.4 |   151.6 |  2701166 |   44.8 |    14.4
    9 | 2026-03-07 15:53:02 |   c2 |   67.3 |   71.9 |   195.3 |   658327 |   17.0 |    16.5
    9 | 2026-03-07 15:53:03 |   c3 |   72.1 |   65.8 |   213.2 |  1058700 |   14.7 |    14.4
   10 | 2026-03-07 15:53:04 |   c1 |   59.5 |   46.3 |   158.1 |  2090359 |   44.1 |    38.3
   10 | 2026-03-07 15:53:05 |   c2 |   74.2 |   72.5 |   197.0 |   542783 |   17.0 |    19.7
   10 | 2026-03-07 15:53:06 |   c3 |   77.7 |   66.7 |   216.2 |   959030 |   14.7 |    19.0
   11 | 2026-03-07 15:53:08 |   c1 |   57.9 |   51.6 |   176.5 |  5541156 |   43.5 |    28.8
   11 | 2026-03-07 15:53:08 |   c2 |   74.9 |   73.5 |   199.5 |   766519 |   17.0 |    19.8
   11 | 2026-03-07 15:53:10 |   c3 |   58.2 |   68.0 |   220.3 |  1019224 |   14.7 |    16.5
   12 | 2026-03-07 15:53:12 |   c1 |   54.4 |   51.4 |   176.9 |   104880 |   43.0 |    39.8
   12 | 2026-03-07 15:53:13 |   c2 |   67.2 |   74.6 |   202.7 |   756339 |   17.0 |    12.7
   12 | 2026-03-07 15:53:14 |   c3 |   69.6 |   69.1 |   224.0 |   965209 |   14.7 |    14.4
   13 | 2026-03-07 15:53:16 |   c1 |   56.9 |   62.2 |   218.5 | 10960526 |   42.8 |    20.9
   13 | 2026-03-07 15:53:17 |   c2 |   76.6 |   75.5 |   205.0 |   556261 |   17.0 |    10.5
   13 | 2026-03-07 15:53:18 |   c3 |   76.0 |   70.4 |   228.0 |  1006846 |   14.7 |    18.0
   14 | 2026-03-07 15:53:19 |   c1 |   60.5 |   74.3 |   260.9 | 10707490 |   42.9 |    40.7
   14 | 2026-03-07 15:53:21 |   c2 |   68.6 |   76.5 |   207.8 |   723125 |   17.0 |    16.3
   14 | 2026-03-07 15:53:22 |   c3 |   80.3 |   71.6 |   231.8 |   951373 |   14.7 |    20.3
   15 | 2026-03-07 15:53:24 |   c1 |   68.2 |   55.6 |   265.4 |  1088428 |   44.2 |    15.5
   15 | 2026-03-07 15:53:25 |   c2 |   69.5 |   77.3 |   209.8 |   498221 |   17.1 |    10.7
   15 | 2026-03-07 15:53:26 |   c3 |   79.6 |   72.7 |   235.4 |   951427 |   14.7 |    12.2
   16 | 2026-03-07 15:53:27 |   c1 |   60.5 |   62.1 |   296.8 |  8274840 |   44.5 |    22.7
   16 | 2026-03-07 15:53:29 |   c2 |   73.4 |   78.4 |   213.0 |   760409 |   17.1 |    13.1
   16 | 2026-03-07 15:53:30 |   c3 |   82.5 |   51.3 |   159.5 | -18321963 |   14.7 |    14.3
   17 | 2026-03-07 15:53:32 |   c1 |   67.5 |   73.1 |   349.3 | 12756959 |   45.2 |    27.9
   17 | 2026-03-07 15:53:32 |   c2 |   81.2 |   79.4 |   215.5 |   707125 |   17.1 |    14.7
   17 | 2026-03-07 15:53:33 |   c3 |   74.2 |   52.5 |   163.2 |   997186 |   14.7 |    11.8
   18 | 2026-03-07 15:53:35 |   c1 |   72.5 |   79.6 |   380.0 |  8310521 |   46.2 |    19.8
   18 | 2026-03-07 15:53:36 |   c2 |   82.9 |   80.2 |   217.8 |   608357 |   17.1 |    13.5
   18 | 2026-03-07 15:53:38 |   c3 |   74.7 |   53.7 |   166.9 |   911342 |   14.7 |    15.8
   19 | 2026-03-07 15:53:39 |   c1 |   88.3 |    0.0 |       - | -96677296 |   50.0 |  1500.0
   19 | 2026-03-07 15:53:41 |   c2 |   69.4 |   81.5 |   221.3 |   668756 |   17.1 |    15.7
   19 | 2026-03-07 15:53:42 |   c3 |   72.3 |   55.4 |   172.2 |  1137469 |   14.7 |    19.7
   20 | 2026-03-07 15:53:44 |   c1 |   52.9 |    0.0 |       - |        0 |    0.0 |     0.0
   20 | 2026-03-07 15:53:44 |   c2 |   58.4 |   82.4 |   223.8 |  1003184 |   17.1 |    25.3
   20 | 2026-03-07 15:53:45 |   c3 |   63.8 |   56.8 |   176.4 |  1386395 |   14.7 |    16.5
   21 | 2026-03-07 15:53:47 |   c1 |   50.5 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:53:48 |   c2 |   66.7 |   83.7 |   227.2 |   925527 |   17.1 |    21.9
   21 | 2026-03-07 15:53:48 |   c3 |   67.4 |   58.3 |   181.4 |  1599131 |   14.8 |    14.7
   22 | 2026-03-07 15:53:50 |   c1 |   50.1 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:53:50 |   c2 |   59.7 |   68.5 |   178.9 | -17935575 |   17.1 |    12.6
   22 | 2026-03-07 15:53:51 |   c3 |   65.1 |   59.7 |   185.6 |  1454431 |   14.8 |    23.0
   23 | 2026-03-07 15:53:53 |   c1 |   54.7 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:53:53 |   c2 |   47.3 |   69.6 |   181.7 |   951736 |   17.1 |    13.2
   23 | 2026-03-07 15:53:54 |   c3 |   68.6 |   61.1 |   189.8 |  1492810 |   14.8 |    15.8
   24 | 2026-03-07 15:53:55 |   c1 |   53.5 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:53:56 |   c2 |   56.4 |   70.6 |   184.4 |  1098602 |   17.1 |    11.1
   24 | 2026-03-07 15:53:57 |   c3 |   73.7 |   62.2 |   193.4 |  1475831 |   14.8 |     9.3
   25 | 2026-03-07 15:53:58 |   c1 |   49.5 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:53:58 |   c2 |   58.3 |   71.5 |   186.7 |   987795 |   17.1 |     7.8
   25 | 2026-03-07 15:53:59 |   c3 |   69.2 |   63.4 |   197.0 |  1375023 |   14.8 |    11.6


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:55:19 |   c1 |    0.0 |   55.3 |   198.7 |        0 |   55.7 |    85.8
    1 | 2026-03-07 15:55:20 |   c2 |   75.6 |   76.2 |   205.8 |        0 |   17.1 |    17.1
    1 | 2026-03-07 15:55:21 |   c3 |   78.5 |   56.2 |   173.4 |        0 |   14.7 |    12.3
    2 | 2026-03-07 15:55:23 |   c1 |   69.2 |   35.6 |   128.1 | -18004108 |   54.7 |    25.1
    2 | 2026-03-07 15:55:24 |   c2 |   71.7 |   77.3 |   208.6 |   704089 |   17.1 |    16.1
    2 | 2026-03-07 15:55:25 |   c3 |   74.6 |   59.4 |   183.3 |  2440595 |   14.7 |    15.2
